what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1299105387156
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.publish",1299105389281
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299105561880
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299105566620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299105567402
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299105828812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299105829347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299105990330
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299105990884
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299106711872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299106712707
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299106729597
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299106730102
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299110051619
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299110052862
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.maximizePart",1299110076973
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.AllMarkersView",1299110079274
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.maximizePart",1299110079320
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299110086396
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.ui",1299110090230
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1299110090236
started,bundle,org.eclipse.jpt.ui,2.3.2.v201008252310,"org.eclipse.jpt.ui",1299110090257
started,bundle,org.eclipse.jpt.core,2.3.2.v201008252310,"org.eclipse.jpt.core",1299110090393
started,bundle,org.eclipse.datatools.connectivity,1.2.1.v201007142147,"org.eclipse.datatools.connectivity",1299110090429
started,bundle,org.eclipse.jpt.db,1.2.201.v201008242310,"org.eclipse.jpt.db",1299110090448
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.ui",1299110090770
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299110091271
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299110092744
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299110097805
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1299110150100
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1299110150102
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1299110150104
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1299110150174
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1299110150304
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1299110150399
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1299110150573
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1299110150741
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1299110150810
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299110150865
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1299110151393
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1299110151439
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1299110153938
